"33","What was the longest body of water in Spain?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BodyOfWater>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Cinqueta"
"36","the longest body of water in the world","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BodyOfWater>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Talbot Lake (Petite rivière Pikauba)"
"39","the longest body of water in Germany","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BodyOfWater>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Latschensee"
"42","the longest body of water in Spain","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BodyOfWater>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Cinqueta"
"53","Give me the longest ship in the world?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Red October (fictional submarine)"
"54","Tell me the longest ship in the world?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Red October (fictional submarine)"
"55","What is the longest ship in the world?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Red October (fictional submarine)"
"56","What was the longest ship in the world?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Red October (fictional submarine)"
"59","Give me the longest ship in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Brandtaucher"
"60","Tell me the longest ship in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Brandtaucher"
"61","What is the longest ship in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Brandtaucher"
"62","What was the longest ship in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Brandtaucher"
"65","Give me the longest ship in Spain?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Princess Royal (1778 sloop)"
"66","Tell me the longest ship in Spain?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Princess Royal (1778 sloop)"
"67","What is the longest ship in Spain?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Princess Royal (1778 sloop)"
"68","What was the longest ship in Spain?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Princess Royal (1778 sloop)"
"71","the longest ship in the world","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Red October (fictional submarine)"
"74","the longest ship in Germany","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Brandtaucher"
"77","the longest ship in Spain","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Ship>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Princess Royal (1778 sloop)"
"80","Give me the longest location in the world?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Veliko Tarnovo–Ruse motorway"
"81","Tell me the longest location in the world?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Veliko Tarnovo–Ruse motorway"
"82","What is the longest location in the world?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Veliko Tarnovo–Ruse motorway"
"83","What was the longest location in the world?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Veliko Tarnovo–Ruse motorway"
"86","Give me the longest location in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Latschensee"
"87","Tell me the longest location in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Latschensee"
"88","What is the longest location in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Latschensee"
"89","What was the longest location in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Latschensee"
"92","Give me the longest location in Spain?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","El Atazar Dam"
"93","Tell me the longest location in Spain?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","El Atazar Dam"
"94","What is the longest location in Spain?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","El Atazar Dam"
"95","What was the longest location in Spain?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","El Atazar Dam"
"98","the longest location in the world","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Veliko Tarnovo–Ruse motorway"
"101","the longest location in Germany","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Latschensee"
"104","the longest location in Spain","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/length> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","El Atazar Dam"
"107","Where is location in the world located?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/country> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/location> ?objOfProp . ?objOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Mausoleum at Halicarnassus"
"110","Where is location in Germany located?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/country> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/location> ?objOfProp . ?objOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Lake Constance"
"113","Where is location in Spain located?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/country> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/location> ?objOfProp . ?objOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Baeza Cathedral"
"1","Give me the biggest German city?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Hamburg"
"2","Tell me the biggest German city?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Hamburg"
"3","What is the biggest German city?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Hamburg"
"4","What was the biggest German city?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Hamburg"
"7","Give me the biggest city in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Hamburg"
"8","Tell me the biggest city in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Hamburg"
"9","What is the biggest city in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Hamburg"
"10","What was the biggest city in Germany?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Hamburg"
"13","Give me the biggest Spainish city?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Caleta de Sebo"
"14","Tell me the biggest Spainish city?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Caleta de Sebo"
"15","What is the biggest Spainish city?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Caleta de Sebo"
"16","What was the biggest Spainish city?","SELECT DISTINCT ?subjOfProp WHERE {   ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City>} ORDER BY ASC(?objOfProp) OFFSET 0 LIMIT 1","Caleta de Sebo"
